Questões Corretas,Questões Erradas
"29 TJMG  2015 O brasileiro naturalizado será extraditado por envolvimento comprovado em tráfico ilícito de entorpecentes e drogas afins, independente de ter sido praticado antes da naturalização. Comentários: No caso de envolvimento comprovado em tráfico ilícito de entorpecentes e drogas afins, não há qualquer limitação temporal à extradição de brasileiro naturalizado. Assim, não interessa se o envolvimento ocorreu antes ou após a naturalização","PCDF  2015 É ilegal, por violação ao domicílio, a prova obtida por meio de escuta ambiental e exploração de local, em escritório de advocacia, realizada no período noturno, mesmo com ordem judicial. Comentários: O STF considera válida legal ordem judicial que autoriza o ingresso de autoridade policial em escritório advocacia com o objetivo de instalar equipamentos de es cuta ambiental"
"33 PCDF  2015 O advogado tem direito, no interesse de seu cliente, a ter acesso aos elementos de prova que, já documentados em procedimento investigatório realizado pela polícia, digam respeito ao exercício do direito de defesa. Comentários: Essa questão está baseada na SV nº 14","39 Vejamos, a seguir, importantes entendimentos jurisprudenciais sobre o tema: 1 É possível a gravação telefônica por um dos interlocutores sem a autorização judicial , caso haja investida criminosa daquele que desconhece que a gravação está sendo feita. De acordo com o STF, é  inconsistente e fere o senso comum falar se em violação do direito à privacidade quando interlocutor grava diálogo com sequestradores, estelionatários ou qualquer tipo de chantagista.58 Nesse caso, percebe se que a gra vação clandestina foi feita em legítima defesa, sendo, portanto, uma prova válida. 2 Segundo o STF, havendo a necessidade de coleta de prova via gravação ambiental sendo impossível a apuração do crime por outros meios e havendo ordem judicial nesse sent ido, é lícita a interceptação telefônica . 3 São ilícitas as provas obtidas por meio de interceptação telefônica determinada a partir apenas de denúncia anônima , sem investigação preliminar. Com efeito, uma denúncia anônima não é suficiente para que o juiz determine a interceptação telefônica; caso ele o faça, a prova obtida a partir desse procedimento será ilícita. TJSC  2019 É ilícito o uso de prova colhida, por via de interceptação telefônica no curso de inquérito policial, em processo discipli nar instaurado contra servidor não investigado pelo mesmo fato na seara criminal. Comentários: O STF admite a  prova emprestada . Assim, prova colhida em interceptação telefônica no curso de inquérito policial poderá ser utilizada em processo administrativo disciplinar instaurado contra servidor público"
"40 agente ou da autoridade e de nulidade da prisão ou do ato processual a que se refere sem prejuízo da responsabilidade civil do Estado. Com a edição da Súmula Vinculante nº 11, a utilização de algemas somente pode ocorrer em casos excepcionais resistência, fundado receio de fuga ou perigo à integridade física, justificados por escrito . A desobediência a essa regra implicará em responsabi lidade do agente ou da autoridade , bem como na nulidade da prisão . PRF  2019 São constitucionalmente assegurados ao preso o direito à identificação dos agentes estatais responsáveis por sua prisão e direito de permanecer em silêncio. Comentários: O preso deverá ser informado de seus direitos, entre os quais o de permanecer calado art. 5º, LXIII, CF88. Além disso, o preso também tem o direito à identificação dos responsáveis por sua prisão ou por seu interrogatório policial art. 5º , LXIV, CF88","41 Fisco viola as garantias do livre exercício do trabalho, ofício ou profissão CF, art. 5º, XIII, da atividade econômica CF, art. 170, parágrafo único e do devido processo legal CF, art. 5º, LIV . 63 Prefeitura de Piraraquara  2014 É livre o exercício de qualquer trabalho, ofício ou profissão, sendo defeso ao legislador ordinário a criação de leis que estabeleçam qualificações profissionais como requisito para atuação profissional do indivíduo. Comentários: Muita gente erra essa questão porque não sabe o significado da palavra defeso, que é sinônimo de proibido, vedado. Pois, bem, ao contrário do que diz o enunciado, o legislador ordinário pode criar leis que estabeleçam qualificações profissionais como requisito para atuação profissional do indivíduo"
"Polícia Civil SE  2018 Em caso de perigo à integridade física do preso, admite se o uso de algemas, desde que essa medida, de caráter excepcional, seja justificada por escrito. Comentários: O uso de algemas é admitido n as seguintes situações: resistência , fundado receio de fuga ou perigo à integridade física própria ou alheia . Trata se de medida de caráter excepcional, que precisa ser justificada por escrito, conforme previsto na SV nº 11","42 c O exercício do direito de reunião não poderá frustrar outra reunião convocada anteriormente para o mesmo local; d Desnecessidade de autorização ; e Necessidade de prévio aviso à autoridade competente. O STF foi chamado a apreciar a Marcha da Maconha, tendo se manifestado no sentido de que é inconstitucional qualquer int erpretação do Código Penal que possa ensejar a criminalização da defesa da legalização das drogas , ou de qualquer substância entorpecente específica, inclusive através de manifestações e eventos públicos . Assim, admite se que o direito de reunião seja exer cido, inclusive, para defender a legalização de drogas; não é permitida , todavia, a incitação, o incentivo ou estímulo ao consumo de entorpecentes durante o evento.64 É importante destacar, também, que o direito de reunião é protegido por mandado de segurança , e não por habeas corpus . Cuidado com peguinhas nesse sentido! TJBA  2019 De acordo com o STF, o consumo de droga ilícita em passeata que reivindique a descriminalização do uso dessa substância é assegurado pela liberdade de expressão. Comentários: Segundo o STF, a marcha da maconha é compatível com o direito de reunião e com a liberdade de expressão. No entanto, não se admite o consumo de droga ilícita du rante a realização do evento"
"Polícia Civi lSE  2018 Conforme texto constitucional vigente, a prisão de qualquer pessoa e o local onde se encontra terão de ser comunicados em até vinte e quatro horas ao juiz competente e à família do preso ou a pessoa por ele indicada. Comentários: Segundo o art . 5º, LXII, CF88,  a prisão de qualquer pessoa e o local onde se encontre serão comunicados imediatamente ao juiz competente e à família do preso ou à pessoa por ele indicada. Questão errada. Políc ia Civil CE  2015 A prisão de qualquer pessoa e o local onde se encontre serão comunicados, imediatamente, ao juiz competente e à família do preso ou à pessoa por ele indicada. Comentários: É a literalidade do art. 5º, LXII, CF88","TCE PE  2017 A liberdade de reunião e o direito à livre manifestação do pensamento excluem a possibilidade de pessoas se reunirem em espaços públicos para protestar em favor da legalização do uso e da comerc ialização de drogas no país. Comentários: Segundo o STF, a defesa da legalização das drogas em espaços públicos  marcha da maconha  é compatível com a liberdade de expressão e com o direito de reunião"
"47 Segundo o STF, é cabíve l habeas corpus  para discutir a legalidade de punições disciplinares militares por exemplo, a competência do agente e concessão de ampla defesa e contraditório. h Não cabe  habeas corpus  contra a imposição de pena de exclusão de militar ou de perda de patente ou de função pública . i Não cabe  habeas corpus  para se pleitear o direito a visitas íntimas .80 Destaca se, ainda, que em caso de estado de defesa art. 136, CF ou estado de sítio art. 139, CF, o âmbito do  habeas corpus  poderá ser restringido. Contudo, jamais poderá ser suprimido. PGM Fortaleza  2017 Pessoa jurídica pode impetrar habeas corpus . Comentários: O habeas corpus  pode, sim, ser impetrado por qualquer pessoa jurídica, nacional ou estrangeira. A pessoa jurídica, ent retanto, não pode ser paciente dessa ação, uma vez que não possui direito de locomoção a ser protegido","MPU  2015 É incondicional o direito à reunião com fins pacíficos em local aberto ao público. Comentários: O direito à reunião não poderá frustrar outra reunião convocada anteriormente para o mesmo local e depende de prévio aviso à autoridade competente. Ou seja, há c ertas condicionalidades que deverão ser observadas"
"TJSP  2015 Não é possível a concessão de habeas corpus quando alguém se ache ameaçado de sofrer violência ou coação em sua liberdade de locomo ção, por ilegalidade ou abuso de poder, devendo a violência ou coação estarem concretizadas. Comentários : A violência ou coação à liberdade de locomoção não precisam estar concretizadas para que se conceda habeas corpus . Isso porque existe a figura do habeas corpus preventivo , utilizado quando a perda da liberdade ainda é uma ameaça. Questão errada. FUB  2015 A legitimidade para impetração de habeas corpus é universal, abrangendo a pessoa jurídica e também aqueles que não possuem capacidade civil plena. Comentários: Qualquer pessoa física ou jurídica , nacional ou estrangeira, poderá impetrar mandado de segurança. Portanto, a legitimidade para impetração de habeas corpus é universal","46 Em outras palavras, há casos em que a indenização pela desapropriação não será em dinheiro. E quais são esses casos? a Desapropriação para fins de reforma agrária; b Desapropriação de imóvel urbano não edificado que não cumpriu sua função social; c Desapropriação confiscatória. A desapropriação para fins de reforma agrária obedece ao disposto no art. 184 da Carta Magna. É de competência da União e tem por objeto o imóvel rural que não esteja cumprindo sua função social. Dar se á mediante prévia e justa indenização em títulos da dívida agrária , com cláusula de preservação do valor real, resgatáveis no prazo de até vinte anos , a partir do segundo ano de s ua emissão, e cuja util ização será definida em lei. O  1o do mesmo artigo, entretanto, faz uma ressalva: a de que as benfeitorias úteis e necessárias serão indenizadas em dinheiro . No que diz respeito à desapropriação de imóvel urbano não edificado, subu tilizado ou não utilizado, ou seja, que descumpriu sua função social, determina a CF88 art. 182,  4o, III que a indenização se dará mediante títulos da dívida pública de emissão previamente aprovada pelo Senado Federal, com prazo de resgate de até dez anos , em parcelas anuais, iguais e sucessivas, assegurados o valor real da indenização e os juros legais. A desapropriação, nessa situação, será de competência do Municípi o. Existe, ainda, a possibilidade de que haja desapropriação sem indenização . É o que ocorre na expropriação de propriedades urbanas e rurais de qualquer região do País onde forem localizadas culturas ilegais de plantas psicotrópicas ou exploração de trab alho escravo . Tem se, então, a chamada desapropriação confiscatória , prevista no art. 243 da Constituição . CNMP  2015 A lei estabelecerá o procedimento para desapropriação por necessidade ou utilidade pública, ou por interesse social, mediante prév ia indenização, em títulos da dívida pública, ressalvados os casos previstos na Constituição Federal. Comentários: Essa questão cobrou a literalidade do art. 5º, XXIV, CF88. A indenização prévia deverá ser em dinheiro"
"54 apresentam de forma incontroversa. Com isso, encontram se obstáculos para comprovar sua fluidez e certeza. Lembra se quando falamos de substituição processual ? No mandado de segurança coletivo, aplica se esse instituto. O interesse invocado perten ce a uma categoria, mas quem é parte do processo é o impetrante partido político, por exemplo, que não precisa de autorização expressa dos titulares do direito para agir. É importante destacar que o STF entende que os direitos defendidos pelas entidades da alínea b não precisam se referir a TODOS os seus membros. Podem ser o direito de apenas parte deles exemplo, quando o sindicato defende direito referente à aposentadoria, que beneficia apenas seus filiados inativos. Outro importante entendimento da Corte Suprema é o de que o partido político não está autorizado a valer  se do mandado de segurança coletivo para, substituindo todos os cidadãos na defesa de interesses individuais, impugnar majoração de tributo . Isso porque, para o STF, uma exigência tributária configura interesse de grupo ou classe de pessoas, só podendo ser impugnada por eles próprios, de forma individual ou coletiva. MANDADO DE SEGURANÇA COLETIVO Caráter preventivo ou repressivo Sim Finalidade Proteger direitos líquidos e certos coletivos ou individuais homogêneos, não amparados por HC ou HD caráter residual Legitimados ativos Partido político com representação no Congresso Nacional; Organização sindical e entidade de classe; Associação legalmente constituída e em funcionamento há pelo menos 01 ano. Legitimados passivos Autoridade pública ou agente de pessoa jurídica no exercício de atribuições do poder público Natureza Civil Isento de custas Não Medida liminar Possível, com pressupostos fumus boni juris e periculum in mora Observações Substituição processual FUB  2015 O mandado de segurança coletivo impetrado por sindicato dispensa autorização prévia de sindicalizados. Comentários: Não há necessidade de autorização expressa dos sindicalizados para que o sindicato impetre mandado de segurança coletivo. Aplica se, aqui, o instituto da substituição processual","TRT 8 ª Região  2015 O direito de propriedade é garantido constitucionalmente, permitindo ao seu titular, o exercício livre e irrestrito do direito de gozo, uso e disposição do bem. Comentários: Não se pode falar no exercício livre e irrestrito do direito de g ozo, uso e disposição da propriedade. Isso porque a propriedade deverá atender a sua função social"
"60 PGM Fortaleza  2017 Pessoa jurídica pode impetrar mandado de injunção. Comentários: A pessoa jurídica é legitimada a impetrar mandado de injunção art. 3o, Lei 13.3002016","47 XXV  no caso de iminente perigo público, a autoridade competente poderá usar de propriedade particular, assegurada ao proprietário indeniza ção ulterior, se houver dano; Esse inciso trata da requisição administrativa , que ocorre quando o Poder Público, diante de perigo público iminente , utiliza seu poder de império de coação para usar bens ou serviços de particulares... Fatiando se o artigo, para melhor compreensão, temos que: a Em caso de iminente perigo público , o Estado pode requisitar a propriedade particular. Exemplo: no caso de uma enchente que destrua várias casas de uma cidade, a Prefeitura pode requisitar o uso de uma casa que tenha permanecido intacta, para abrigar aqueles que não têm onde ficar. Qual o perigo público iminente que justifica tal ato estatal? No exemplo dado, a possibilidade de a população atingida adoecer ou morrer por falta de abrigo. b A requisição é compulsó ria para o particular , devido ao poder de império do Estado. Veja que o interesse público socorro às pessoas desabrigadas é maior que o particular inconveniente de ter a casa cedida ao Poder Público gratuitamente. Por isso, o último cede lugar ao prime iro. c A propriedade continua sendo do particular: é apenas cedida gratuitamente ao Po der Público. O titular do bem somente será indenizado em caso de dano . No exemplo acima, o Estado não teria que pagar aluguel ao proprietário pel o uso do imóvel. d O perigo público deve ser iminente , ou seja, deve ser algo que acontecerá em breve. No exemplo dado, o Estado não poderia requisitar a casa já na estação da seca baseado na possibilidade de uma enchente ocorrer vários meses depois. Concluindo se a análise desse inciso, destaca se que segundo o STF, não é possível , devido ao modelo federativo adotado pelo Brasil, que um ente político requisite administrativamente bens, serviços e pessoal de outro . Tal prática ofenderia o pacto f ederativo, e, além disso, o ar t. 5o, XXV da Constituição limita o alcance da requisição administrativa à propriedade privada, não cabendo extrapolação para bens e serviços públicos. PRF  2019 Em caso de iminente perigo público, autoridade pública competente poderá usar a proprie dade particular, desde que assegure a consequente indenização, independentemente da comprovação da existência de dano, que, nesse caso, é presumido. Comentários: Na requisição administrativa, o Poder Público poderá usar a propriedade particular, em virtude de iminente perigo público. A indenização será ulterior e apenas se houver dano"
TCM GO  2015 O direito a ser resguardado por mandado de injunção somente se evidencia nos casos em que a função de legislar refletir uma obrigação jurídica indeclinável imposta ao poder público . Comentários: O mandado de injunção é cabível diante de omissão do Esta do naqueles casos em que a função de legislar for uma obrigação jurídica indeclinável. É o que ocorre no caso das normas de eficácia limitada de caráter impositivo,"49 b o direito de fiscalização do aproveitamento econômico das obras que criarem ou de que participarem aos criadores, aos intérpretes e às respectivas representações sindicais e associativas; Protege se, por meio desses incisos, o direito do autor . Perceba que, enquanto viver , este terá total controle sobre a utilização, publicação ou reprodução de suas obras. Só após sua morte é que haverá limitação temporal do direito . Com efeito, o art. 5º, inciso XXVII, dispõe que o direito autoral é transmissível aos herdeiros apenas pelo tempo que a lei fixar . Nesse sentido, co mo se verá adiante, o direito autor al diferencia se do direito à propriedade industrial, presente no inciso XXIX do mesmo artigo. XXIX  a lei assegurará aos autores de inventos industriais privilégio temporário para sua utilização, bem como proteção às criações industriais, à propriedade das marcas, aos nomes de empresas e a outros signos distintivos, tendo em vista o interesse social e o desenvolvimento tecnológico e econômico do País; Nesse inciso, a Constituição enumera expressamente a propriedade industrial como direito fundamental. Chamo sua atenção para o fato de que, diferentemente dos direitos autorais, que pertencem ao autor até sua morte, o criador de inventos industriais t em, sobre estes, privilégio apenas temporário sobre sua utilização. TJDFT  2019 Os autores de inventos ind ustriais terão privilégio de caráter permanente para sua utilização, haja vista a promoção do desenvolvimento tecnológico do país. Comentários: Os autores de inventos industriais têm privilégio apenas temporário para sua utilização"
"DPE PE  2015 A jurisprudência do STF acerca do mandado de injunção ev oluiu para admitir que, além de declarar omisso o Poder Legislativo, o próprio tribunal edite a norma geral de que depende o exercício do direito invocado pelo impetrante. Comentários: Em várias de suas decisões, o STF vem adotando, para o mandado de inj unção, a posição concretista geral . Assim, o Tribunal não se limita apenas a declarar a omissão legislativa, mas busca concretizar o direito para todos os seus titulares. Há certa polêmica em dizer que o STF  edita norma geral . Porém, analisando se o caso da aposentadoria especial de servidores públicos, é possível perceber que mandados de injunção impetrados no STF resultaram na edição de verdadeira norma pela Corte: a Súmula Vinculante nº 33. Por isso, a questão foi considerada correta. MPE RJ  2014 O mandado de injunção é uma ação constitucional, tida como garantia fundamental, oponível diante de omissões de Poder Público respectivo em regulamentar matérias que viabilizem o exercício de direitos e liberdades constitucionais e das prerrogativas concernentes à nacionalidade, à soberania e à cidadania. Comentários: O mandado de injunção é remédio constitucional que pode ser utilizado sempre que a falta de norma regulamentadora torne inviável o exercício dos direitos e liberdades constitucionais e das prerrogativas inerentes à nacionalidade, à soberania e à cidadania","Prefeitura de Piraraquara  2014 São assegurados, nos termos da lei, a proteção às participações individuais em obras coletivas e à reprodução da im agem e voz humanas, exceto nas atividades desportivas. Comentários: Pegadinha! A proteção à reprodução da imagem e voz humana se aplica inclusive nas atividades desportivas"
"62 O habeas data , para que seja impetrado, exige a comprovação da negativa da autoridade administrativa de garantir o acesso aos dados relativos ao impetrante. Trata se de uma hipótese de jurisdição condicionada, prevista no ordenamento jurídico nacional. Sobre isso, destaca se a posição do STF de que o acesso ao  habeas data  pressupõe, dentre outras condições de admissibilidade, a existência do interesse de agir . Ausente o interesse de agir, torna se inviável o exercício desse remédio constitucional. A prova do anterior indeferimento do pedido de informações de dados pessoais, ou da omissão em atendê lo, constitui requisito indispensável à concretização do interes se de agir em sede de  habeas data . Sem que se configure situação prévia de pretensão resistida, há carência da ação constitucional do  habeas data  STF, HD 75; DF, DJU de 19.10.2006. O habeas data  é, assim como o  habeas corpus , ação gratuita . No en tanto, é imprescindível a assistência advocatícia para que essa ação seja impetrada ao contrário do  habeas corpus , que dispensa advogado. A impetração de habeas data não se sujeita a decadência ou prescrição. . Ademais, os processos de  habeas data  terão prioridade sobre todos os atos judiciais, exceto habeas corpus e mandado de segurança. Guarde bem essa informação! No RE 673.707MG, de 17 de junho de 2015, o STF decidiu que o habeas data é a garantia constitucional adequada para a obtenção, pelo próprio contribuinte, dos dados concernentes ao pagamento de tributos constantes de sistemas informatizados de apoio à arrecadação dos órgãos administração fazendária dos entes estatais . A Corte entendeu que os contribuintes têm o direito de conhece r informações que lhe digam respeito e que constem de bancos de dados público ou de caráter público , em razão do direito de preservar o status do seu nome, seu planejamento empresarial, sua estratégia de investimento e principalmente a recuperação de tribu tos pagos indevidamente, entre outras finalidades. 88 O habeas data não é instrumento adequado para que se possa ter acesso aos autos de processo administrativo . O remédio constitucional que deverá ser usado com essa finalidade é o mandado de segurança. DPE RO  2015 Dentre as garantias fundamentais, a Constituição da República Federativa do Brasil previu a existência do habeas data . Esse instrumento pode ser utilizado para retificar dados . Comentários: O habeas data pode ser utilizado para a retificação de dados , quando não se prefira fazê lo por processo sigiloso, judicial ou administrativo","50 O direito de herança foi elevado à condição de norma constitucional pela primeira vez na CF88. Até a promulgação da vigente Constituição, ele era objeto, tão somente, de normas infraconstitucionais. Como se depreende do inciso XXXI, a fim de resguardar mais ainda esse direit o, a Carta Magna garantiu que, no caso de bens de estrangeiros localizados no País , seria aplicada a norma sucessória que mais beneficiasse os brasileiros sucessores . Assim, nem sempre será aplicada a lei brasileira à sucessão de bens de estrangeiros local izados no País; caso a lei estrangeira seja mais benéfica aos sucessores brasileiros, esta será aplicada . Só para facilitar a leitura do inciso em análise, explico que  de cujus  é a pessoa que morreu, o defunto! Eu sei, também acho a e xpressão bastante en graçada... TJMG  2015 A sucessão de bens de estrangeiros situados no País será sempre regulada pela lei brasileira em benefício do cônjuge ou dos filhos brasileiros. Comentários: Nem sempre será regulada pela lei brasileira a sucessão de bens de es trangeiros situados no país. Quando a lei estrangeira lei pessoal do  de cujus  for mais favorável ao cônjuge e aos filhos, esta será aplicável"
"9 FUB  2015 Os direitos sociais impõem deveres ao Estado que assegurem ao cidadão condições mínimas para uma vida digna, independentemente da existência de recursos públicos para custeio; assim, autoriza  se a livre invasão da atividade administrativa pelo Poder Judiciário para efetivação daqueles direitos, fenômeno conhecido como judicialização de políticas públicas. Comentários: A existência de recursos públicos deve ser levada em consideração na efetivação dos direitos sociais, apesar de o Estado ter a obrigação de assegurar ao cidadão condições mínimas para uma vida digna. Questão errada. PGE PR  2015 No que toca à realização dos direitos sociais constitucionalmente garantidos, há que se atentar para a vedação do retrocesso social, que se coloca apenas às políticas públicas executivas, posto que não se pode ferir a liberdade do legislador. Comentários: A vedação ao retrocesso social é um princípio que deve ser observado pelo legislador e n ão apenas pelas políticas públicas executivas. Questão errada. PGE PR  2015 A teoria de efetivação dos direitos sociais na dependência de recursos econômicos reserva do possível é a adaptação de entendimento fixado pela jurisprudência constituciona l alemã e integralmente aceita pelo Supremo Tribunal Federal. Comentários: Não se pode dizer que a reserva do possível é integralmente aceita pelo STF. Isso porque, na visão da Corte, há que se observar, também, o mínimo existencial. Questão errada. MPE BA  2015 A implementação das prestações materiais e jurídicas exigíveis para a redução das desigualdades no plano fático, por dependerem em grande medida da disponibilidade orçamentária do Estado, faz com que estes direitos tenham o seu camp o de efetividade mais dificultado que os direitos de primeira geração. Comentários: De fato, a concretização efetivação dos direitos sociais é mais complexa do que a dos direitos de liberdade de primeira geração. Isso porque a efetivação dos direitos sociais depende da execução de políticas públicas, as quais, para serem realizadas, exigem recursos econômicos","51 QUESTÕES COMENTADAS Direitos e Deveres Individuais e Coletivos Parte 01 1. Quadrix  CRESS SC  2019 A criação de associações independe de autorização, sendo vedada a interferência estatal em seu funcionamento. Comentários: De fato, a Carta Magna determina que a criação de associações e, na forma da lei, a de cooperativas independem de autorização , sendo vedada a interferência estatal em seu funcionamento art. 5º, XVIII, CF. Questão correta. 2. Quadrix  CRESS SC  2019 É ob rigatória a associação sindical ou profissional. Comentários: A Carta Magna assegura a liberdade de associação ao prever que  ninguém poderá ser compelido a associar  se ou a permanecer associado art. 5º, XX, CF"
"12 V  piso salarial proporcional à extensão e à complexidade do trabalho; O piso salarial é estabelecido por categoria de trabalhadores e fixado mediante negociação coletiva de trabalho . Na fixaçã o do piso salarial, deve se levar em consideração a extensão e a complexidade do trabalho. VI  irredutibilidade do salário, salvo o disposto em convenção ou acordo coletivo; A irredutibilidade do salário guarda estreita relação com o princípio da vedação ao retrocesso. Assim, em regra, o salário não poderá ser reduzido . A redução salarial é hipótese excepcional, que somente ocorrerá mediante negociação coletiva de trabalho convenção coletiva ou acordo coletivo. Destaque se que convenção coletiva e aco rdo coletivo são espécies do gênero negociação coletiva de trabalho. Convenção coletiva de trabalho é uma negociação entre o sindicato dos trabalhadores e o sindicato patronal. Já o acordo coletivo de trabalho , é uma negociação entre o sindicato dos trabalhadores e uma empresa ou grupo de empresas. A negociação coletiva de trabalho pode, portanto, flexibilizar a irredutibilidade salarial. Essa flexibilidade se deve ao fato de que, muitas vezes , é mais benéfico para uma categoria aceitar uma redução salarial numa crise econômica, por exemplo, que arcar com um grande aumento do desemprego. TRT 2a Região  2015 A irredutibilidade salarial não é absoluta, sendo lícita mediante previsão em convenção ou acordo coletivo. Comentários: É possível a redução salarial através de convenção ou acordo coletivo. Portanto, a irredutibilidade salarial não é absoluta",". 3. Quadrix CREF 13ª Região  2018 A CF assegura a liberdade de exercício profissional, não podendo a lei limitar tal direito. Comentários: A liberdade de exercício profissional não é absoluta: trata se de norma constitucional de eficácia contida, que pode ser restringida por lei. Nos termos do inciso XIII do art. 5º da Constituição, é livre o exercício de qualquer trabalho, ofício ou profissão, atendidas as qualificações profissionais que a lei estabelecer"
"18 TRT 2a Região  2015 O trabalhador faz jus a seguro contra acidentes de trabalho, a c argo do empregador, sem excluir a indenização a que este esta obrigado, apenas quando for resultado d e dolo ou culpa. Comentários: É isso mesmo. O trabalhador faz jus a seguro contra acidentes de trabalho. Ademais, a indenização somente será devida ao trabalhador quando o empregador incorrer em dolo ou culpa","53 Letra C: errada. A casa é asilo inviolável do indivíduo, ninguém nela podendo penetrar sem consentimento do morador, salvo em caso de flagrante delito ou desastre, ou para prestar socorro, ou, durante o d ia, por determinação judicial art. 5o, XI, CF. Letra D: errada. A indenização, em regra, será prévia, justa e em dinheiro , ressalvados os casos previstos na Constituição art. 5o, XXIV, CF. Letra E: errada. A Carta Magna garante que é inviolável o sigil o da correspondência e das comunicações telegráficas, de dados e das comunicações telefônicas, salvo, no último caso, por ordem judicial , nas hipóteses e na forma que a lei estabelecer para fins de investigação criminal ou instrução processual penal art. 5o, XII, CF. O gabarito é a letra A. 6. Quadrix  CRMV DF  2017 Mesmo que atendidas as qualificações profissionais que a lei estabelecer, não é livre o exercício de qualquer trabalho, ofício ou profissão. Dessa forma, para o exercício da medicina ve terinária e da zootecnia no território nacional, é facultado ao profissional se inscrever no conselho regional de medicina veterinária CRMV. Comentários: Segundo o art. 5º, XIII, CF88, é livre o exercício de qualquer trabalho, ofício ou profissão, atend idas as qualificações profissionais que a lei estabelecer"
"FUB  2015 A realização de trabalho noturno, perigoso ou insalubre por menor de dezoito anos de idade é permitida desde que o empregador pague a esse trabalhador adicional pecuniário. Comentários: Os menores de 18 anos não podem, em qualquer situação, realizar trabalho noturno, perigoso ou insalubre. Questão errada. TJMG  2015 É prevista ação, quanto aos créditos resultantes das relações de trabalho, com prazo prescricional de cinco anos para os trabalhadores urbanos e rurais, até o limite de dois anos após a e xtinção do contrato de trabalho. Comentários: É exatamente o que prevê a literalidade do art. 7º, XXIX, CF88","60 Existem exceções a essa regra, como, por exemplo, a desapropriação confiscatória art. 243, CF"
"27 A Constituição Federal, para não deixar qualquer margem de dúvida, dispôs que as regras do art.8º também se aplicam aos sindicatos rurais e de colônias de pescadores. Art. 9º É assegurado o direito de greve, competindo aos trabalhadores decidir sobre a oportunidade de exercê lo e sobre os interesses que devam por meio dele defender.  1º  A lei definirá os serviços ou atividades essenciais e disporá sobre o atendimento das necessidades inadiáveis da comunidade.  2º  Os abusos cometidos sujeitam os respo nsáveis às penas da lei. O art. 9º da CF assegura aos trabalhadores o direito de greve . Não se trata de direito absoluto , uma vez que as necessidades inadiáveis da comunidade deverão ser atendidas e aqueles que abusarem do direito ficarão sujeitos a penas fixadas em lei. A doutrina majoritária considera que o direito de greve dos trabalhadores da iniciativa privada regido s pela CLT é norma de eficácia contida , pois poderá ser restringido por lei. Recorde se que o direito de greve dos servidores públicos é norma de eficácia limitada, dependendo, para seu exercício, da edição de lei regulamentadora. Segundo o STF,  não con stitui falta grave a entrada do empregado em greve, desde que não se trate de movimento condenado pela Justiça do Trabalho e desde que o comportamento seja pacífico no pertinente .18 Com efeito, a adesão ao movimento grevista não pode ser considerada falt a grave, mas sim um direito do trabalhador. Observe que, apesar de o direito de greve ser considerado um direito social, ele não envolve qualquer prestação positiva por parte do Estado. Ao contrário, deverá o Estado abster se de atuar , permitindo que os trabalhadores defendam seus interesses por meio de movimento grevista. TJ  SC  2015 O direito de greve é um direito social, não dependendo de uma prestação estatal específica para o seu exercício. Comentários: Apesar de ser um direito social, o dire ito de greve não depende de prestação estatal específica para o seu exercício","20. UECE  SEJUS CE  2006 É inviolável o sigilo da correspondência e das comunicações telegráficas, de dados e das comunicações telefôni cas, salvo, por ordem judicial, nas hipóteses e na forma que a lei estabelecer para fins de investigação criminal ou instrução processual penal. Comentários: O inciso XII do art. 5o da Carta Magna determina que é inviolável o sigilo da correspondência e das comunicações telegráficas, de dados e das comunicações telefônicas, salvo, no último caso , por ordem judicial, nas hipóteses e na forma que a lei estabelecer para fins de investi gação criminal ou instrução processual penal"
"33 atingida a maioridade , fica suspensa a condição de brasileiro nato, enquanto não for efetivada a opção pela nacionalidade brasil eira. A maioridade passa a ser , então, condição suspensiva da nacionalidade brasileira até o momento em que for feita a opção. MPT  2015 A nacionalidade potestativa será incorporada pelo indivíduo se for registrado em repartição brasileira no exterior e vier a residir no Brasil antes da maioridade. Comentários: A nacionalidade potestativa será adquirida quando o indivíduo nasce no exterior, filho de pai brasileiro ou mãe brasileira, e não é registrado em repartição brasileira competente. Aí, el e vem a residir no Brasil e opta, em qualquer tempo, depois de atingida a maioridade , pela nacionalidade brasileira. Questão errada. PCDF  2015 Suponha se que Antônio tenha nascido no estrangeiro, sendo filho de pai brasileiro e mãe estrangeira. Nesse caso, Antônio poderá optar, em qualquer tempo, depois de atingir dezoito anos de idade, pela nacionalidade brasileira originária, desde que venha residir no Brasil. Comentários: É exatamente isso! Antônio se enquadra na hipótese do art. 12, I, alínea c. São brasileiros natos os nascidos no estrangeiro de pai brasileiro ou de mãe brasileira, desde que sejam registrados em repartição brasileira competente ou venham a residir na República Federativa do Brasil e optem, em qualquer tempo, de pois de atingida a maioridade , pela nacionalidade brasileira","21. UECE  SEJUS CE  2006 A casa é asilo inviolável do indivíduo, ninguém nela podendo penetrar sem consentimento do morador, salvo em caso de flagrante delito ou desastre, ou para prestar socor ro, ou, durante a noite, por determinação judicial. Comentários: A violação de domicílio por ordem judicial só pode se dar durante o dia. Vejamos o que determina o inciso XI do art. 5o da CF88: Art. 5o, XII  a casa é asilo inviolável do indivíduo, ningué m nela podendo penetrar sem consentimento do morador, salvo em caso de flagrante delito ou desastre, ou para prestar socorro, ou, durante o dia, por determinação judicial"
